run	# Log(likelihood)	log_mu	log_sigma	rho	theta
split_mig.3.AW_PG.26.28.NS.biv_lognormal.cache2d1.00.InferDFE.bestfits	-1354.3367040592996	7.099581877363598	9.828758546596518	0.9998076459316654	26220.383519710267
