run	# Log(likelihood)	log_mu	log_sigma	rho	theta
split_mig.3.AW_LB.26.18.NS.biv_lognormal.cache2d1.00.InferDFE.bestfits	-1008.8106076503036	7.19690785454584	9.867194014909442	0.9997426912997122	24563.626763099342
