run	# Log(likelihood)	log_mu	log_sigma	rho	theta
split_mig.3.AW_BC.26.12.NS.biv_lognormal.cache2d1.00.InferDFE.bestfits	-792.760609924116	6.7280381797638	9.267080680844357	0.9997444630452738	23758.143458590483
